Accession	Sample Name	SPUID	Organism	Tax ID	Isolate	BioProject
SAMN12025468	9152017HBPoolA1	9152017HBPoolA1	feces metagenome	1861841	9152017HBPoolA1	PRJNA548356
SAMN12025469	9152017HBPoolA2	9152017HBPoolA2	feces metagenome	1861841	9152017HBPoolA2	PRJNA548356
SAMN12025470	9152017HBPoolA3	9152017HBPoolA3	feces metagenome	1861841	9152017HBPoolA3	PRJNA548356
SAMN12025471	9152017HBPoolA4	9152017HBPoolA4	feces metagenome	1861841	9152017HBPoolA4	PRJNA548356
SAMN12025472	9152017HBB1	9152017HBB1	feces metagenome	1861841	9152017HBB1	PRJNA548356
SAMN12025473	9152017HBB10	9152017HBB10	feces metagenome	1861841	9152017HBB10	PRJNA548356
SAMN12025474	9152017HBB2	9152017HBB2	feces metagenome	1861841	9152017HBB2	PRJNA548356
SAMN12025475	9152017HBB3	9152017HBB3	feces metagenome	1861841	9152017HBB3	PRJNA548356
SAMN12025476	9152017HBB4	9152017HBB4	feces metagenome	1861841	9152017HBB4	PRJNA548356
SAMN12025477	9152017HBB5	9152017HBB5	feces metagenome	1861841	9152017HBB5	PRJNA548356
SAMN12025478	9152017HBB6	9152017HBB6	feces metagenome	1861841	9152017HBB6	PRJNA548356
SAMN12025479	9152017HBB7	9152017HBB7	feces metagenome	1861841	9152017HBB7	PRJNA548356
SAMN12025480	9152017HBB8	9152017HBB8	feces metagenome	1861841	9152017HBB8	PRJNA548356
SAMN12025481	9152017HBB9	9152017HBB9	feces metagenome	1861841	9152017HBB9	PRJNA548356
SAMN12025482	9152017HBPoolB1	9152017HBPoolB1	feces metagenome	1861841	9152017HBPoolB1	PRJNA548356
SAMN12025483	9152017HBPoolB2	9152017HBPoolB2	feces metagenome	1861841	9152017HBPoolB2	PRJNA548356
SAMN12025484	9152017HBPoolB3	9152017HBPoolB3	feces metagenome	1861841	9152017HBPoolB3	PRJNA548356
SAMN12025485	9152017HBPoolB4	9152017HBPoolB4	feces metagenome	1861841	9152017HBPoolB4	PRJNA548356
SAMN12025486	91517HBPoolD1	91517HBPoolD1	feces metagenome	1861841	91517HBPoolD1	PRJNA548356
SAMN12025487	91517HBPoolD2	91517HBPoolD2	feces metagenome	1861841	91517HBPoolD2	PRJNA548356
SAMN12025488	91517HBPoolD3	91517HBPoolD3	feces metagenome	1861841	91517HBPoolD3	PRJNA548356
SAMN12025489	91517HBPoolD4	91517HBPoolD4	feces metagenome	1861841	91517HBPoolD4	PRJNA548356
SAMN12025490	9152017HBD1	9152017HBD1	feces metagenome	1861841	9152017HBD1	PRJNA548356
SAMN12025491	9152017HBD10	9152017HBD10	feces metagenome	1861841	9152017HBD10	PRJNA548356
SAMN12025492	9152017HBD2	9152017HBD2	feces metagenome	1861841	9152017HBD2	PRJNA548356
SAMN12025493	9152017HBD3	9152017HBD3	feces metagenome	1861841	9152017HBD3	PRJNA548356
SAMN12025494	9152017HBD4	9152017HBD4	feces metagenome	1861841	9152017HBD4	PRJNA548356
SAMN12025495	9152017HBD5	9152017HBD5	feces metagenome	1861841	9152017HBD5	PRJNA548356
SAMN12025496	9152017HBD6	9152017HBD6	feces metagenome	1861841	9152017HBD6	PRJNA548356
SAMN12025497	9152017HBD7	9152017HBD7	feces metagenome	1861841	9152017HBD7	PRJNA548356
SAMN12025498	9152017HBD8	9152017HBD8	feces metagenome	1861841	9152017HBD8	PRJNA548356
SAMN12025499	9152017HBD9	9152017HBD9	feces metagenome	1861841	9152017HBD9	PRJNA548356
SAMN12025500	blankS39	blankS39	feces metagenome	1861841	blankS39	PRJNA548356
SAMN12025501	ExtractionNTC11S115	ExtractionNTC11S115	feces metagenome	1861841	ExtractionNTC11S115	PRJNA548356
SAMN12025502	ExtractionNTC14S142	ExtractionNTC14S142	feces metagenome	1861841	ExtractionNTC14S142	PRJNA548356
SAMN12025503	ExtractionNTC15S151	ExtractionNTC15S151	feces metagenome	1861841	ExtractionNTC15S151	PRJNA548356
SAMN12025504	ExtractionNTC1S1	ExtractionNTC1S1	feces metagenome	1861841	ExtractionNTC1S1	PRJNA548356
SAMN12025505	ExtractionNTC2S10	ExtractionNTC2S10	feces metagenome	1861841	ExtractionNTC2S10	PRJNA548356
SAMN12025506	ExtractionNTC3S19	ExtractionNTC3S19	feces metagenome	1861841	ExtractionNTC3S19	PRJNA548356
SAMN12025507	ExtractionNTC4S28	ExtractionNTC4S28	feces metagenome	1861841	ExtractionNTC4S28	PRJNA548356
SAMN12025508	ExtractionNTC5S37	ExtractionNTC5S37	feces metagenome	1861841	ExtractionNTC5S37	PRJNA548356
SAMN12025509	ExtractionNTC7S55	ExtractionNTC7S55	feces metagenome	1861841	ExtractionNTC7S55	PRJNA548356
SAMN12025510	ExtractionNTC8S64	ExtractionNTC8S64	feces metagenome	1861841	ExtractionNTC8S64	PRJNA548356
SAMN12025511	ExtractionNTC9S97	ExtractionNTC9S97	feces metagenome	1861841	ExtractionNTC9S97	PRJNA548356
