FeatureID,Class,Order,Family,Genus,Species,Classifier,nDetections,nReads,pDetections,pReads
925a978846eec57d281b5059b95f7079,Insecta,Coleoptera,Elateridae,Limoniscus,Limoniscus violaceus,sklearn,1,7,0.005291005291005291,1.2476028202952899e-6
9fe1973960a35ab3db87012d672c9fcf,Insecta,Coleoptera,Chrysomelidae,Cerotoma,Cerotoma trifurcata,VSEARCH,1,92,0.005291005291005291,1.6397065638166664e-5
a1c0d92515d65e7681a1540913463719,Insecta,Coleoptera,Carabidae,Stenolophus,Stenolophus ochropezus,sklearn,1,2709,0.005291005291005291,4.8282229145427716e-4
a33bfa7d4a47b84de76360144f315cc9,Insecta,Coleoptera,Elateridae,Limoniscus,Limoniscus violaceus,sklearn,1,6,0.005291005291005291,1.0693738459673912e-6
a37ab388097defb37465d33237c4e019,Insecta,Coleoptera,Scirtidae,Sacodes,Sacodes thoracica,VSEARCH,1,95,0.005291005291005291,1.693175256115036e-5
a394ea874a6b3d7791665ded95f7d4f8,Insecta,Coleoptera,Mordellidae,Pseudotolida,NA,VSEARCH,1,166,0.005291005291005291,2.958600973843116e-5
a411dc55c231fc0bea10a253c3f05a46,Insecta,Coleoptera,Melandryidae,Phloiotrya,Phloiotrya fusca,sklearn,1,36,0.005291005291005291,6.416243075804348e-6
a55e547b63fffaaab366888d2b1ea8cc,Insecta,Coleoptera,Ptinidae,Tricorynus,NA,VSEARCH,1,20,0.005291005291005291,3.5645794865579707e-6
a63e16d5653424102b9a5a77b5b18551,Insecta,Coleoptera,Ptilodactylidae,Ptilodactyla,Ptilodactyla carinata,sklearn,1,87,0.005291005291005291,1.5505920766527173e-5
a95a73c02728b02f8fbe3c9bec7e13ff,Insecta,Coleoptera,Cleridae,Cymatodera,Cymatodera inornata,sklearn,1,75,0.005291005291005291,1.336717307459239e-5
aaa3e1f8642364d32cb5f09184ff35c4,Insecta,Coleoptera,Cleridae,Neorthopleura,NA,sklearn,1,16,0.005291005291005291,2.8516635892463766e-6
b5b4a32b3b90146cbf3e63607578fec3,Insecta,Coleoptera,Carabidae,Stenolophus,Stenolophus ochropezus,sklearn,1,1300,0.005291005291005291,2.316976666262681e-4
b8b0d61f4aac01701774bf8af06aceb8,Insecta,Coleoptera,Carabidae,Bembidion,Bembidion affine,sklearn,1,8,0.005291005291005291,1.4258317946231883e-6
b8f3d7f9a82a11dabc45f64674b10a98,Insecta,Coleoptera,Nitidulidae,Cryptarcha,Cryptarcha ampla,VSEARCH,1,157,0.005291005291005291,2.798194896948007e-5
c4fbc9bf144f09f68207296b02225936,Insecta,Coleoptera,Aderidae,NA,NA,sklearn,1,100,0.005291005291005291,1.7822897432789855e-5
cf1539c564aff65ee070dfeea97bb36b,Insecta,Coleoptera,Hydrophilidae,NA,NA,sklearn,1,27,0.005291005291005291,4.812182306853261e-6
e2d4661a6dec18dd192ee04759aff9c3,Insecta,Coleoptera,Chrysomelidae,Systena,Systena marginalis,sklearn,1,42,0.005291005291005291,7.485616921771738e-6
f47fbcfd8ce24ad7c6fb6a8df61dd45d,Insecta,Coleoptera,Sphindidae,Sphindus,NA,sklearn,1,138,0.005291005291005291,2.4595598457249998e-5
f666d1b64bbd68ed1ccd4906473feb74,Insecta,Coleoptera,Cerambycidae,Obrium,Obrium rufulum,sklearn,1,60,0.005291005291005291,1.0693738459673913e-5
fad499604d4c921205434d990b67ad42,Insecta,Coleoptera,Staphylinidae,Philonthus,NA,VSEARCH,1,6,0.005291005291005291,1.0693738459673912e-6
fdd9aa32da45c7b3a4022898cf6fe853,Insecta,Coleoptera,Carabidae,Bembidion,Bembidion impotens,sklearn,1,11,0.005291005291005291,1.960518717606884e-6
fe97cf979b10951ec434b42f6b3d68eb,Insecta,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis,VSEARCH,1,3,0.005291005291005291,5.346869229836956e-7
fec295f0ef64b33e49e7024eae3c4586,Insecta,Coleoptera,Cantharidae,Rhagonycha,Rhagonycha imbecillis,VSEARCH,1,1436,0.005291005291005291,2.559368071348623e-4
3cfeeb16701da023d483c4bca6e37a3e,Insecta,Diptera,Limoniidae,Rhipidia,NA,VSEARCH,120,317415,0.6349206349206349,0.056572549886289916
106866132fd52b9d5c96c38bde87c51f,Insecta,Diptera,Culicidae,NA,NA,VSEARCH,113,159061,0.5978835978835979,0.02834927888556987
ee428b867f1c0aa2d56e7c61d744bf56,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma solatrix,VSEARCH,110,291284,0.582010582010582,0.0519152485581276
6a5c7f2f53495aec6dc9eea864305059,Insecta,Diptera,Culicidae,Culex,Culex erraticus,VSEARCH,102,208417,0.5396825396825397,0.03714594814249763
d18b9b0d9c0501fc4310fd74dbfc5a16,Insecta,Diptera,Limoniidae,Erioptera,Erioptera caliptera,VSEARCH,101,258955,0.5343915343915344,0.04615328404708097
c0ba220cf5cce50c45e4b4eacbc601a7,Insecta,Diptera,Limoniidae,NA,NA,VSEARCH,95,102612,0.5026455026455027,0.018288431513734323
f1c7baf332ebaa98a4381b5c5de74f64,Insecta,Diptera,Chironomidae,Chironomus,NA,VSEARCH,91,31985,0.48148148148148145,0.005700653743877834
4622cb135cf309852ac4289aacbb7f5b,Insecta,Diptera,Limoniidae,Erioptera,Erioptera parva,VSEARCH,75,296029,0.3968253968253968,0.05276094504131348
954ba86f46a17e332fb8f7e065d5c196,Insecta,Diptera,Chironomidae,Glyptotendipes,NA,VSEARCH,68,48347,0.35978835978835977,0.00861683622183091
67571657f9bc42a71d6c402661be1d97,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma ferruginea,VSEARCH,67,89979,0.3544973544973545,0.01603686488104998
6868fa68c66d6b641ff8d94e83b79372,Insecta,Diptera,Culicidae,Culex,Culex erraticus,VSEARCH,64,70600,0.3386243386243386,0.012582965587549637
3c5423c213cf0027257b844a9c89b19d,Insecta,Diptera,Limoniidae,Helius,Helius flavipes,VSEARCH,63,138088,0.3333333333333333,0.02461128260699085
1351291e85fddedd6f274098d8131237,Insecta,Diptera,Chironomidae,NA,NA,VSEARCH,58,5596,0.30687830687830686,9.973693403389201e-4
2066a2ef9e7c8048b1af441a0d9614b1,Insecta,Diptera,Culicidae,Uranotaenia,Uranotaenia sapphirina,VSEARCH,49,13131,0.25925925925925924,0.0023403246618996358
4d6844e2e1aaa41f64bbcee1d9dea924,Insecta,Diptera,Culicidae,Coquillettidia,Coquillettidia perturbans,VSEARCH,49,28212,0.25925925925925924,0.005028195823738674
0800bfd0a4fdce8c3928b79bc5cf1698,Insecta,Diptera,Limoniidae,Metalimnobia,Metalimnobia triocellata,VSEARCH,48,67277,0.25396825396825395,0.01199071070585803
19c7fb4fd8d5fd98923f0011765d8f5e,Insecta,Diptera,Limoniidae,NA,NA,VSEARCH,48,11964,0.25396825396825395,0.002132331448858978
5cac244b7bc2b762706cf1e5898f59a9,Insecta,Diptera,Chironomidae,Glyptotendipes,Glyptotendipes meridionalis,VSEARCH,48,53766,0.25396825396825395,0.009582659033713792
89e5597a9643af8cc7fe80ac924b8d76,Insecta,Diptera,Limoniidae,NA,NA,VSEARCH,47,66800,0.24867724867724866,0.011905695485103623
154245fda1eade3340224209c85cb24c,Insecta,Diptera,Culicidae,NA,NA,VSEARCH,36,4448,0.19047619047619047,7.927624778104927e-4
9333dd0039cca5f8971e32f3d3badb2d,Insecta,Diptera,Tabanidae,Tabanus,Tabanus similis,VSEARCH,36,93835,0.19047619047619047,0.01672411580605836
0871fb8fc45696ef2abe3569477afa6f,Insecta,Diptera,Chaoboridae,Chaoborus,Chaoborus punctipennis,VSEARCH,35,19356,0.18518518518518517,0.0034498000270908043
94cac66ecd39a4d5332e6a65750d9719,Insecta,Diptera,Culicidae,Culex,Culex territans,VSEARCH,34,6234,0.17989417989417988,0.0011110794259601194
9c1759410185e12aa041d91bef2484d5,Insecta,Diptera,Tabanidae,NA,NA,VSEARCH,34,168668,0.17989417989417988,0.03006152464193799
43dcc5a07f9d10fdd355a358de425469,Insecta,Diptera,Culicidae,NA,NA,VSEARCH,31,21452,0.164021164021164,0.0038233679572820794
ed1aad37a270547a75cba148aca2723b,Insecta,Diptera,Chironomidae,Axarus,Axarus festivus,VSEARCH,31,43196,0.164021164021164,0.0076987787750679056
7c23eb81bb14b6c484061b072c6b6af1,Insecta,Diptera,Dolichopodidae,NA,NA,VSEARCH,30,78715,0.15873015873015872,0.014029293714220533
b0c4de8c62edbae4e6ff051a2cc68aeb,Insecta,Diptera,Psychodidae,NA,NA,VSEARCH,28,296261,0.14814814814814814,0.05280229416335755
0b17ce4502ca2ba4c4840a47164af09e,Insecta,Diptera,Chironomidae,NA,NA,VSEARCH,26,1812,0.13756613756613756,0.00032295090148215213
190ab3993d54d0eb9f0262c75311072e,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma okefenoke,sklearn,26,7769,0.13756613756613756,0.0013846609015534437
c1b305dcd78bb77c09ff85032e57f691,Insecta,Diptera,Chironomidae,NA,NA,VSEARCH,26,1558,0.13756613756613756,2.776807420028659e-4
2cb1de3501e777c8646d1537f59cbb6d,Insecta,Diptera,Limoniidae,Erioptera,Erioptera parva,sklearn,24,7229,0.12698412698412698,0.0012884172554163786
9b3e73470b8140976485a72130936167,Insecta,Diptera,Tipulidae,Tipula,NA,sklearn,22,36039,0.1164021164021164,0.006423194005803135
38dbe950a88a0d6f89c7e2706ee47e81,Insecta,Diptera,Limoniidae,Gonomyia,NA,sklearn,20,1115,0.10582010582010581,1.9872530637560687e-4
d4cf38553871750e07d9a8f96bb1edda,Insecta,Diptera,Limoniidae,Pseudolimnophila,Pseudolimnophila luteipennis,sklearn,20,40169,0.10582010582010581,0.007159279669777356
26a257f94e8e6109221965efdbf26392,Insecta,Diptera,Limoniidae,NA,NA,VSEARCH,19,34424,0.10052910052910052,0.006135354212263579
68b467c1b5a07faca9412c38f779f507,Insecta,Diptera,Limoniidae,Rhipidia,NA,VSEARCH,19,43375,0.10052910052910052,0.007730681761472599
2932b5ff8f45ac0d2c01a88725139216,Insecta,Diptera,Chironomidae,Chironomus,NA,sklearn,18,1759,0.09523809523809523,3.135047658427735e-4
d4aa1704bc85aca2c0e1e898e5586c0d,Insecta,Diptera,Tabanidae,Tabanus,NA,sklearn,18,13315,0.09523809523809523,0.002373118793175969
6e28a3385fd5177d4fdb41586a1a8943,Insecta,Diptera,Culicidae,Culex,Culex erraticus,VSEARCH,17,5618,0.08994708994708994,0.001001290377774134
76ca6e4b2f8824db2839c0ef1a55681b,Insecta,Diptera,Limoniidae,Helius,Helius flavipes,sklearn,17,11529,0.08994708994708994,0.002054801845026342
3d371559f5aaa973177179b700eee14c,Insecta,Diptera,Chironomidae,NA,NA,VSEARCH,16,1185,0.08465608465608465,2.1120133457855976e-4
c5b4907aa864d6de4d910509d88c3bfb,Insecta,Diptera,Limoniidae,NA,NA,VSEARCH,16,1989,0.08465608465608465,3.544974299381902e-4
8b79c3f59fd520aeb1e6e134baf51d23,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma macrocera,VSEARCH,15,9283,0.07936507936507936,0.001654499568685882
5535a0445f0308724d8d35746e76f68d,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma ferruginea,VSEARCH,14,1110,0.07407407407407407,1.9783416150396738e-4
62c7adc24836113a910d3f5f65dc163b,Insecta,Diptera,Clusiidae,Sobarocephala,Sobarocephala setipes,VSEARCH,14,2453,0.07407407407407407,4.371956740263351e-4
701887d96e17206a36eaa2f86b931720,Insecta,Diptera,Tabanidae,Chrysops,Chrysops scalaratus,sklearn,13,1487,0.06878306878306878,2.6502648482558514e-4
bab60aa7fa012ba1fd25e120cba8a60c,Insecta,Diptera,Tipulidae,Tipula,Tipula furca,VSEARCH,13,1353,0.06878306878306878,2.4114380226564672e-4
df3787322072e329ea374fd581233d3c,Insecta,Diptera,Tipulidae,Tipula,NA,sklearn,13,1962,0.06878306878306878,3.4968524763133696e-4
1a2b869086169af38c475f617e904051,Insecta,Diptera,Chironomidae,Parachironomus,NA,VSEARCH,12,1030,0.06349206349206349,1.835758435577355e-4
29709685913bbb5b5c696c5921f1f7ab,Insecta,Diptera,Tipulidae,Tipula,Tipula sayi,sklearn,12,12629,0.06349206349206349,0.0022508537167870305
6534fb9982890a37ca261176085a9228,Insecta,Diptera,Limoniidae,NA,NA,VSEARCH,12,889,0.06349206349206349,1.584455581775018e-4
e29657714bcbfd64965273dfb0b902fd,Insecta,Diptera,Culicidae,Culex,Culex salinarius,VSEARCH,12,3038,0.06349206349206349,5.414596240081558e-4
40fc9e35a3c8204153974617e692a770,Insecta,Diptera,Tabanidae,Chrysops,NA,sklearn,11,538,0.0582010582010582,9.588718818840941e-5
75ee6aad1a16fa358fc464ac3c2d5911,Insecta,Diptera,Tabanidae,Chrysops,NA,sklearn,11,2281,0.0582010582010582,4.0654029044193655e-4
857ec0ef022f834f7034ef82b9ebc789,Insecta,Diptera,Tabanidae,Chrysops,NA,sklearn,11,3168,0.0582010582010582,5.646293906707826e-4
b43b4a4bed388012847e5b5f5b0f97c8,Insecta,Diptera,Limoniidae,Rhipidia,NA,VSEARCH,11,771,0.0582010582010582,1.3741453920680977e-4
c47031a4693ba9522a2afac2473258de,Insecta,Diptera,Culicidae,Coquillettidia,Coquillettidia perturbans,sklearn,11,3717,0.0582010582010582,6.624770975767988e-4
1f81c557633089ebb36d9abbbb0dd3b3,Insecta,Diptera,Tabanidae,Chrysops,NA,sklearn,10,700,0.05291005291005291,1.2476028202952898e-4
79987c40fbcbddefa52df475689a1cbd,Insecta,Diptera,Tabanidae,Chrysops,NA,sklearn,10,1427,0.05291005291005291,2.543327463659112e-4
0b1fdd1e5d421172579de3a11301e0b0,Insecta,Diptera,Tabanidae,Chrysops,NA,sklearn,9,369,0.047619047619047616,6.576649152699456e-5
123e759e444cbae85fb4ee86b641b98c,Insecta,Diptera,Chironomidae,Microtendipes,NA,sklearn,9,231,0.047619047619047616,4.117089306974456e-5
45778ac90edf31b84722f28f67462afd,Insecta,Diptera,Chironomidae,NA,NA,VSEARCH,9,448,0.047619047619047616,7.984658049889855e-5
a07997c1a5b848bfff2582438b95f002,Insecta,Diptera,Culicidae,Culex,Culex erraticus,VSEARCH,9,23081,0.047619047619047616,0.004113702956462226
d3d550dd2f350fb74acf0c14368a56a3,Insecta,Diptera,Chironomidae,Tanytarsus,Tanytarsus guerlus,VSEARCH,9,396,0.047619047619047616,7.057867383384782e-5
e15186a1cf71acadc1642e5e01f6a359,Insecta,Diptera,Culicidae,Psorophora,Psorophora columbiae,VSEARCH,9,2454,0.047619047619047616,4.3737390300066303e-4
683e5689b11bdaa4e93e3459d7eefb93,Insecta,Diptera,Limoniidae,Erioptera,Erioptera parva,sklearn,8,1299,0.042328042328042326,2.315194376519402e-4
89f0edba5f6bc83fa3899670dea46327,Insecta,Diptera,Chironomidae,Chironomus,NA,VSEARCH,8,747,0.042328042328042326,1.331370438229402e-4
bd1f1a71d7fb78f76193ba2087569c59,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila suzukii,VSEARCH,8,1489,0.042328042328042326,2.6538294277424093e-4
299130f1da978a008948ec4a58aad90f,Insecta,Diptera,Culicidae,Orthopodomyia,Orthopodomyia signifera,VSEARCH,7,10096,0.037037037037037035,0.0017993997248144636
4765308abf16ffdeec056b10a29bc9f7,Insecta,Diptera,Chironomidae,Chironomus,NA,VSEARCH,7,942,0.037037037037037035,1.6789169381688042e-4
7a32525674f58041551d0f7bd022ea39,Insecta,Diptera,Culicidae,Anopheles,Anopheles crucians,VSEARCH,7,1465,0.037037037037037035,2.6110544739037136e-4
93573be2063a87301a1ee63b70837ae2,Insecta,Diptera,Chaoboridae,NA,NA,VSEARCH,7,879,0.037037037037037035,1.5666326843422282e-4
990736d8f6669e3a92be77e94907a983,Insecta,Diptera,Chironomidae,Chironomus,NA,VSEARCH,7,236,0.037037037037037035,4.2062037941384055e-5
b68316922984be5306f1f3174d14d482,Insecta,Diptera,Limoniidae,Gonomyia,NA,sklearn,7,5573,0.037037037037037035,9.932700739293786e-4
b70824fa1295d3f86118757ad89f45c4,Insecta,Diptera,Keroplatidae,NA,NA,sklearn,7,186,0.037037037037037035,3.3150589224989126e-5
babe4032baf5cdbd2667b116d73cef02,Insecta,Diptera,Culicidae,Culex,Culex erraticus,sklearn,7,613,0.037037037037037035,1.0925436126300181e-4
ca59403e2e042804059b2b4f3da96aae,Insecta,Diptera,Chironomidae,Polypedilum,Polypedilum convictum,VSEARCH,7,505,0.037037037037037035,9.000563203558876e-5
171f69cb54dc4814fd0f4f5d743350c6,Insecta,Diptera,Mycetophilidae,Greenomyia,NA,VSEARCH,6,2423,0.031746031746031744,4.3184880479649814e-4
559ac7057f0b8ac4e3d0265e4be8770f,Insecta,Diptera,Chironomidae,Chironomus,NA,sklearn,6,109,0.031746031746031744,1.942695820174094e-5
71092746703b5269d0f0f719364836e6,Insecta,Diptera,Tabanidae,Chrysops,NA,sklearn,6,198,0.031746031746031744,3.528933691692391e-5
95c6807c8f8cc33c9f6f3d57b76e46be,Insecta,Diptera,Chironomidae,Chironomus,Chironomus bifurcatus,VSEARCH,6,294,0.031746031746031744,5.239931845240217e-5
a120f0ff0012a93df85e55847fe76ed7,Insecta,Diptera,Chironomidae,Procladius,NA,VSEARCH,6,232,0.031746031746031744,4.134912204407246e-5
a976089ffd0eeb4c1b4cf0571e63a86a,Insecta,Diptera,Chironomidae,Chironomus,NA,VSEARCH,6,344,0.031746031746031744,6.13107671687971e-5
d2b3d42218f169c650b06b929685dcee,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila tripunctata,VSEARCH,6,122,0.031746031746031744,2.1743934868003623e-5
0aa429e9b2213e5c60a25422f14943c0,Insecta,Diptera,Chironomidae,Coelotanypus,NA,VSEARCH,5,200,0.026455026455026454,3.564579486557971e-5
0bfa7567ba51c6f70fafb0695ca58818,Insecta,Diptera,Limoniidae,Limonia,Limonia immatura,sklearn,5,5548,0.026455026455026454,9.88814349571181e-4
10c21cd709af30223081686ebf4bddd2,Insecta,Diptera,Ceratopogonidae,Bezzia,Bezzia nobilis,VSEARCH,5,766,0.026455026455026454,1.3652339433517028e-4
4716b11852eb235e64ff1b78f8d41c32,Insecta,Diptera,Chironomidae,Procladius,NA,sklearn,5,74,0.026455026455026454,1.3188944100264491e-5
4be79c66b171ff17ce724bb0bfb9d846,Insecta,Diptera,Tabanidae,Chrysops,NA,sklearn,5,305,0.026455026455026454,5.4359837170009056e-5
74c90a69d8a0572a287741e650f56d6a,Insecta,Diptera,Psychodidae,NA,NA,VSEARCH,5,148,0.026455026455026454,2.6377888200528983e-5
7ab9b717eec9ce5d1551dbdece2f980b,Insecta,Diptera,Limoniidae,Dicranomyia,NA,VSEARCH,5,13468,0.026455026455026454,0.0024003878262481375
92855ba17a120ef7125c4b04e80594b3,Insecta,Diptera,Limoniidae,Dicranomyia,NA,VSEARCH,5,2370,0.026455026455026454,4.224026691571195e-4
9462c79aabbcf12b56eebb314a355548,Insecta,Diptera,Chironomidae,NA,NA,VSEARCH,5,230,0.026455026455026454,4.099266409541666e-5
9820dddc068ca33494135c5b6b5b2ff2,Insecta,Diptera,Chironomidae,Chironomus,NA,VSEARCH,5,95,0.026455026455026454,1.693175256115036e-5
ae9fbeaa5a2cf14cf2cfd496fcf8d724,Insecta,Diptera,Chironomidae,NA,NA,VSEARCH,5,139,0.026455026455026454,2.4773827431577897e-5
b2ecff77f6b42ac0d5bd5c94279a2acf,Insecta,Diptera,Limoniidae,Dicranomyia,NA,VSEARCH,5,1379,0.026455026455026454,2.4577775559817206e-4
b661f9e3d08ef368d8272ba6b1183040,Insecta,Diptera,Chironomidae,Polypedilum,NA,VSEARCH,5,321,0.026455026455026454,5.721150075925543e-5
c690eef6449dae66a873e8cd584fe8ac,Insecta,Diptera,Culicidae,Anopheles,Anopheles punctipennis,VSEARCH,5,191,0.026455026455026454,3.404173409662862e-5
dcdf3c266112b0137ebecedba4b056fb,Insecta,Diptera,Tipulidae,Tipula,Tipula peliostigma,sklearn,5,598,0.026455026455026454,1.0658092664808332e-4
e5a1d030d30efce0a679d63b0f693ebc,Insecta,Diptera,Tabanidae,Chrysops,NA,sklearn,5,212,0.026455026455026454,3.778454255751449e-5
18f863070e9e77767407b64179be1be0,Insecta,Diptera,Chironomidae,NA,NA,VSEARCH,4,66,0.021164021164021163,1.1763112305641304e-5
2071169dada6c4549de2232007c5446b,Insecta,Diptera,Chaoboridae,NA,NA,sklearn,4,821,0.021164021164021163,1.463259879232047e-4
27796fb6d0f162d48096cf8f9f39e14f,Insecta,Diptera,Tabanidae,Chrysops,NA,sklearn,4,322,0.021164021164021163,5.738972973358333e-5
3671ba09948e1f3907e2d56d857b105d,Insecta,Diptera,Culicidae,Orthopodomyia,Orthopodomyia signifera,VSEARCH,4,432,0.021164021164021163,7.699491690965217e-5
42c8c6b3c3980d589e248093c798a447,Insecta,Diptera,Tipulidae,Tipula,NA,sklearn,4,3143,0.021164021164021163,5.601736663125851e-4
480ee879e575de77402ea527f8081086,Insecta,Diptera,Keroplatidae,NA,NA,VSEARCH,4,229,0.021164021164021163,4.081443512108876e-5
57596a53ee0bb48e2bb30f3af3bd7a65,Insecta,Diptera,Psychodidae,Psychoda,Psychoda alternata,VSEARCH,4,364,0.021164021164021163,6.487534665535507e-5
584690960c93d3a2135b4d775c2d9bd6,Insecta,Diptera,Ceratopogonidae,NA,NA,VSEARCH,4,418,0.021164021164021163,7.449971126906159e-5
5de3561d0678cab60254faabd6523a83,Insecta,Diptera,Limoniidae,Pseudolimnophila,Pseudolimnophila luteipennis,sklearn,4,781,0.021164021164021163,1.3919682895008876e-4
5ecd38c30c967f74b2461b3c6b93168b,Insecta,Diptera,Culicidae,Culex,Culex erraticus,sklearn,4,2688,0.021164021164021163,4.7907948299339125e-4
707a0acd301f65f34121536c3bc6453a,Insecta,Diptera,Limoniidae,Geranomyia,NA,sklearn,4,508,0.021164021164021163,9.054031895857246e-5
8b87140375f2616552601584fff7538d,Insecta,Diptera,Culicidae,Coquillettidia,Coquillettidia perturbans,sklearn,4,295,0.021164021164021163,5.257754742673007e-5
8d70d9730c7c5dc1420c04ea31555cfc,Insecta,Diptera,Culicidae,Culex,Culex erraticus,sklearn,4,1665,0.021164021164021163,2.967512422559511e-4
985a235d142db210142876819b71e12e,Insecta,Diptera,Chironomidae,Procladius,NA,VSEARCH,4,635,0.021164021164021163,1.1317539869821557e-4
a0a3c37ae470dd68adb932f412c6eff5,Insecta,Diptera,Tabanidae,Chrysops,NA,sklearn,4,171,0.021164021164021163,3.047715461007065e-5
a1d1357a0c3639b99e41a67851a44f0d,Insecta,Diptera,Tipulidae,Tipula,NA,sklearn,4,319,0.021164021164021163,5.685504281059963e-5
c034b613fa44b050d3d1e9f758cbdec7,Insecta,Diptera,Ceratopogonidae,NA,NA,sklearn,4,76,0.021164021164021163,1.354540204892029e-5
c4b11b5810a8739d81686e4330b82b12,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma ferruginea,sklearn,4,592,0.021164021164021163,1.0551155280211593e-4
d09ef41d1622e1fea5270ef0b6b8617e,Insecta,Diptera,Limoniidae,NA,NA,VSEARCH,4,5735,0.021164021164021163,0.0010221431677704981
da087a0698a2b2eb7084fe8933c7d1ac,Insecta,Diptera,Tachinidae,Lixophaga,Lixophaga sp. JOS2012,sklearn,4,21341,0.021164021164021163,0.003803584541131683
f1941a55ed7b322661d71357706c2676,Insecta,Diptera,Chironomidae,Polypedilum,NA,VSEARCH,4,49,0.021164021164021163,8.733219742067029e-6
fc9e3d2647c8f3283af4bca6e2960cad,Insecta,Diptera,Tipulidae,Dolichopeza,Dolichopeza walleyi,sklearn,4,2292,0.021164021164021163,4.0850080915954347e-4
063a023e43f351e3bfeae136d8ab13c5,Insecta,Diptera,Culicidae,Aedes,Aedes hendersoni,VSEARCH,3,266,0.015873015873015872,4.7408907171221014e-5
0a6765ef795d0f2e0797ac05e55b6775,Insecta,Diptera,Tipulidae,Tipula,NA,sklearn,3,149,0.015873015873015872,2.6556117174856882e-5
15a041e2e862cf549daffdc0832c6319,Insecta,Diptera,Clusiidae,Sobarocephala,Sobarocephala lachnosternum,sklearn,3,503,0.015873015873015872,8.964917408693296e-5
1bebd26bce5017ca5066651585e2157e,Insecta,Diptera,Stratiomyidae,Oxycera,Oxycera albovittata,sklearn,3,323,0.015873015873015872,5.756795870791123e-5
3c609b09a9541cf0fceb505c6591fc3d,Insecta,Diptera,Limoniidae,Elephantomyia,Elephantomyia westwoodi,sklearn,3,153,0.015873015873015872,2.7269033072168477e-5
403e524fd388b980ecca4258c2b489ed,Insecta,Diptera,Culicidae,Aedes,Aedes canadensis,sklearn,3,42,0.015873015873015872,7.485616921771738e-6
4fef3e9b0b1c2f9e1123cda65ccc2b4d,Insecta,Diptera,Limoniidae,Metalimnobia,Metalimnobia cinctipes,VSEARCH,3,127,0.015873015873015872,2.2635079739643114e-5
57495f6b5ee0af5b96a2985b762c7018,Insecta,Diptera,Tipulidae,Tipula,Tipula duplex,sklearn,3,391,0.015873015873015872,6.968752896220833e-5
657fcce7241cb020eb4f535d17009c1a,Insecta,Diptera,Culicidae,Psorophora,Psorophora ciliata,VSEARCH,3,5390,0.015873015873015872,9.606541716273731e-4
7ba33d26e2dc89f3ec986b3ace70e76c,Insecta,Diptera,Tipulidae,Brachypremna,NA,VSEARCH,3,135,0.015873015873015872,2.40609115342663e-5
856f450208684c1c8690367fb85bb11a,Insecta,Diptera,Tabanidae,NA,NA,VSEARCH,3,65,0.015873015873015872,1.1584883331313405e-5
8a8a36bcce3896f294e9f15daf7a1b6d,Insecta,Diptera,Tachinidae,Phytomyptera,Phytomyptera melissopodis,VSEARCH,3,213,0.015873015873015872,3.796277153184239e-5
9b1e17dc0e310f62456244825b94cb2b,Insecta,Diptera,Chironomidae,Polypedilum,NA,VSEARCH,3,122,0.015873015873015872,2.1743934868003623e-5
9b6647d2196c79926cdc25938606c62e,Insecta,Diptera,Culicidae,Aedes,Aedes atlanticus,VSEARCH,3,809,0.015873015873015872,1.4418724023126993e-4
a1f3a2e90c82020c387762fc55ffa200,Insecta,Diptera,Psychodidae,NA,NA,VSEARCH,3,58,0.015873015873015872,1.0337280511018115e-5
ad391eb106916a87b0f1f98a9d6bee2d,Insecta,Diptera,Limoniidae,Metalimnobia,Metalimnobia novaeangliae,VSEARCH,3,193,0.015873015873015872,3.439819204528442e-5
afb9261a397d3803ededbc877409f804,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma glabricristata,sklearn,3,455,0.015873015873015872,8.109418331919383e-5
bb3f594d54196c074dc948aef837efb5,Insecta,Diptera,Mycetophilidae,NA,NA,VSEARCH,3,861,0.015873015873015872,1.5345514689632064e-4
bbc4f401e3a656b5977f69d6294b26ae,Insecta,Diptera,Culicidae,Culex,NA,sklearn,3,188,0.015873015873015872,3.3507047173644924e-5
c59176eb214ce83652e640fa9c11b336,Insecta,Diptera,Chironomidae,NA,NA,VSEARCH,3,318,0.015873015873015872,5.6676813836271734e-5
c913c52a14570ab78cfcd7fc6c4f1c98,Insecta,Diptera,Limoniidae,NA,NA,VSEARCH,3,16722,0.015873015873015872,0.002980344908711119
d9689cfa9eb9a574a757b695383d40f5,Insecta,Diptera,Culicidae,NA,NA,VSEARCH,3,553,0.015873015873015872,9.856062280332789e-5
ec302cf1d37458d517013720fc93f32e,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma glabricristata,sklearn,3,346,0.015873015873015872,6.16672251174529e-5
f449564e1a032502cb3cd473f03aaa9f,Insecta,Diptera,Dolichopodidae,NA,NA,VSEARCH,3,316,0.015873015873015872,5.6320355887615936e-5
